id,title,year,country,duration,language,rating,revenue,budget
3582,Shrek Forever After,2010.0,USA,93.0,English,PG,238371987.0,165000000.0
3583,Shutter Island,2010.0,USA,138.0,English,R,127968405.0,80000000.0
3584,Skyline,2010.0,USA,97.0,English,PG-13,21371425.0,10000000.0
3585,Somewhere,2010.0,USA,97.0,English,R,1768416.0,7000000.0
3586,Space Dogs,2010.0,Russia,85.0,Russian,G,,25000000.0
3587,Stake Land,2010.0,USA,98.0,English,R,18469.0,650000.0
3588,Standing Ovation,2010.0,USA,105.0,English,PG,531806.0,
3589,Step Up 3D,2010.0,USA,107.0,English,PG-13,42385520.0,30000000.0
3590,Stone,2010.0,USA,105.0,English,R,1796024.0,22000000.0
3591,Submarine,2010.0,UK,97.0,English,R,466702.0,
3592,Super,2010.0,USA,96.0,English,R,322157.0,2500000.0
3593,Super Hybrid,2010.0,USA,94.0,English,PG-13,,13000000.0
3594,Takers,2010.0,USA,107.0,English,PG-13,57744720.0,20000000.0
3595,Tangled,2010.0,USA,100.0,English,PG,200807262.0,260000000.0
3596,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,2010.0,USA,82.0,English,R,,1300000.0
3597,The 5th Quarter,2010.0,USA,90.0,English,PG,399611.0,6000000.0
3598,The American,2010.0,USA,105.0,English,R,35596227.0,20000000.0
3599,The Back-up Plan,2010.0,USA,104.0,English,PG-13,37481242.0,35000000.0
3600,The Book of Eli,2010.0,USA,118.0,English,R,94822707.0,80000000.0
3601,The Bounty Hunter,2010.0,USA,110.0,English,PG-13,67061228.0,40000000.0
3602,The Christmas Bunny,2010.0,USA,98.0,English,PG,,250000.0
3603,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010.0,USA,113.0,English,PG,104383624.0,155000000.0
3604,The Conspirator,2010.0,USA,122.0,English,PG-13,11538204.0,25000000.0
3605,The Crazies,2010.0,USA,101.0,English,R,39103378.0,20000000.0
3606,The Dead Undead,2010.0,USA,89.0,English,R,,1100000.0
3607,The Debt,2010.0,USA,113.0,English,R,31146570.0,20000000.0
3608,The Expendables,2010.0,USA,113.0,English,R,102981571.0,80000000.0
3609,The Extra Man,2010.0,USA,108.0,English,R,453079.0,7000000.0
3610,The Fighter,2010.0,USA,116.0,English,R,93571803.0,25000000.0
3611,The Ghost Writer,2010.0,France,128.0,English,PG-13,15523168.0,45000000.0
3612,The Grace Card,2010.0,USA,101.0,English,PG-13,2428241.0,200000.0
3613,The Kids Are All Right,2010.0,USA,106.0,English,R,20803237.0,3500000.0
3614,The Killer Inside Me,2010.0,USA,109.0,English,R,214966.0,13000000.0
3615,The King's Speech,2010.0,UK,118.0,English,R,138795342.0,15000000.0
3616,The Last Airbender,2010.0,USA,103.0,English,PG,131564731.0,150000000.0
3617,The Last Exorcism,2010.0,France,87.0,English,PG-13,40990055.0,1800000.0
3618,The Last Godfather,2010.0,South Korea,100.0,English,PG-13,163591.0,13400000.0
3619,The Last Song,2010.0,USA,107.0,English,PG,62933793.0,20000000.0
3620,The Losers,2010.0,USA,97.0,English,PG-13,23527955.0,25000000.0
3621,The Names of Love,2010.0,France,100.0,French,R,513836.0,4600000.0
3622,The Next Three Days,2010.0,USA,133.0,English,PG-13,21129348.0,35000000.0
3623,The Nutcracker in 3D,2010.0,UK,110.0,English,PG,190562.0,90000000.0
3624,The Other Guys,2010.0,USA,116.0,English,PG-13,119219978.0,100000000.0
3625,The Perfect Host,2010.0,USA,93.0,English,R,48430.0,500000.0
3626,The Reef,2010.0,Australia,94.0,English,R,,
3627,The Runaways,2010.0,USA,106.0,English,R,3571735.0,10000000.0
3628,The Social Network,2010.0,USA,120.0,English,PG-13,96917897.0,40000000.0
3629,The Sorcerer's Apprentice,2010.0,USA,109.0,English,PG,63143812.0,150000000.0
3630,The Spy Next Door,2010.0,USA,94.0,English,PG,24268828.0,28000000.0
3631,The Switch,2010.0,USA,101.0,English,PG-13,27758465.0,19000000.0
3632,The Tempest,2010.0,USA,110.0,English,PG-13,263365.0,20000000.0
3633,The Tourist,2010.0,USA,103.0,English,PG-13,67631157.0,100000000.0
3634,The Tourist,2010.0,USA,103.0,English,PG-13,67631157.0,100000000.0
3635,The Town,2010.0,USA,150.0,English,R,92173235.0,37000000.0
3636,The Twilight Saga: Eclipse,2010.0,USA,124.0,English,PG-13,300523113.0,68000000.0
3637,The Virginity Hit,2010.0,USA,86.0,English,R,535249.0,3400000.0
3638,The Warrior's Way,2010.0,New Zealand,100.0,English,R,5664251.0,45000000.0
3639,The Wolfman,2010.0,USA,119.0,English,R,61937495.0,150000000.0
3640,Tiny Furniture,2010.0,USA,98.0,English,Not Rated,389804.0,65000.0
3641,Toy Story 3,2010.0,USA,103.0,English,G,414984497.0,200000000.0
3642,Tracker,2010.0,New Zealand,102.0,English,R,,6500000.0
3643,Trollhunter,2010.0,Norway,103.0,Norwegian,PG-13,252652.0,19900000.0
3644,TRON: Legacy,2010.0,USA,125.0,English,PG,172051787.0,170000000.0
3645,TRON: Legacy,2010.0,USA,125.0,English,PG,172051787.0,170000000.0
3646,True Grit,2010.0,USA,110.0,English,PG-13,171031347.0,38000000.0
3647,Trust,2010.0,USA,106.0,English,R,58214.0,9500000.0
3648,Tucker and Dale vs Evil,2010.0,Canada,89.0,English,R,223615.0,
3649,"Ultramarines: A Warhammer 40,000 Movie",2010.0,UK,76.0,English,R,,
3650,Unstoppable,2010.0,USA,98.0,English,PG-13,81557479.0,100000000.0
3651,Valentine's Day,2010.0,USA,125.0,English,PG-13,110476776.0,52000000.0
3652,Vampires Suck,2010.0,USA,82.0,English,PG-13,36658108.0,20000000.0
3653,Wall Street: Money Never Sleeps,2010.0,USA,136.0,English,PG-13,52474616.0,70000000.0
3654,Welcome to the Rileys,2010.0,UK,110.0,English,R,152857.0,
3655,Why Did I Get Married Too?,2010.0,USA,121.0,English,PG-13,60072596.0,20000000.0
3656,Wild Target,2010.0,UK,98.0,English,PG-13,117190.0,8000000.0
3657,Winter's Bone,2010.0,USA,100.0,English,R,6531491.0,2000000.0
3658,Womb,2010.0,Germany,111.0,English,Unrated,,3660000.0
3659,Yogi Bear,2010.0,USA,80.0,English,PG,100169068.0,80000000.0
3660,You Again,2010.0,USA,105.0,English,PG,25677801.0,20000000.0
3661,You Will Meet a Tall Dark Stranger,2010.0,USA,98.0,English,R,3247816.0,22000000.0
3662,1911,2011.0,China,121.0,Mandarin,R,127437.0,18000000.0
3663,30 Minutes or Less,2011.0,Germany,83.0,English,R,37053924.0,28000000.0
3664,5 Days of War,2011.0,Georgia,113.0,English,R,17149.0,20000000.0
3665,50/50,2011.0,USA,100.0,English,R,34963967.0,8000000.0
3666,A Better Life,2011.0,USA,98.0,English,PG-13,1754319.0,10000000.0
3667,A Dangerous Method,2011.0,UK,99.0,English,R,5702083.0,15000000.0
3668,A Lonely Place to Die,2011.0,UK,99.0,English,R,,4000000.0
3669,A Monster in Paris,2011.0,France,90.0,French,PG,,25000000.0
3670,A Separation,2011.0,Iran,123.0,Persian,PG-13,7098492.0,500000.0
3671,A Very Harold & Kumar 3D Christmas,2011.0,USA,90.0,English,R,35033759.0,19000000.0
3672,Abduction,2011.0,USA,106.0,English,PG-13,28064226.0,35000000.0
3673,Absentia,2011.0,USA,87.0,English,R,,70000.0
3674,Albert Nobbs,2011.0,UK,113.0,English,R,3014541.0,8000000.0
3675,All Superheroes Must Die,2011.0,USA,78.0,English,Unrated,,20000.0
3676,Alvin and the Chipmunks: Chipwrecked,2011.0,USA,87.0,English,G,133103929.0,75000000.0
3677,Anonymous,2011.0,UK,130.0,English,PG-13,4463292.0,30000000.0
3678,Another Earth,2011.0,USA,92.0,English,PG-13,1316074.0,100000.0
3679,Another Happy Day,2011.0,USA,119.0,English,R,,4000000.0
3680,Apollo 18,2011.0,USA,86.0,English,PG-13,17683670.0,5000000.0
3681,Arthur Christmas,2011.0,UK,97.0,English,PG,46440491.0,100000000.0
3682,Attack the Block,2011.0,UK,88.0,English,R,1024175.0,13000000.0
3683,August,2011.0,USA,99.0,English,Not Rated,,
3684,Bad Teacher,2011.0,USA,97.0,English,R,100292856.0,20000000.0
3685,Battle Los Angeles,2011.0,USA,116.0,English,PG-13,83552429.0,70000000.0
3686,Beastly,2011.0,USA,86.0,English,PG-13,27854896.0,17000000.0
3687,Below Zero,2011.0,Canada,99.0,English,R,,1200000.0
3688,Bernie,2011.0,USA,99.0,English,PG-13,9203192.0,5000000.0
3689,"Big Mommas: Like Father, Like Son",2011.0,USA,113.0,English,PG-13,37911876.0,32000000.0
3690,Blackthorn,2011.0,Spain,102.0,English,R,199652.0,
3691,Bridesmaids,2011.0,USA,131.0,English,R,169076745.0,32500000.0
3692,Bucky Larson: Born to Be a Star,2011.0,USA,97.0,English,R,2331318.0,10000000.0
3693,Captain America: The First Avenger,2011.0,USA,124.0,English,PG-13,176636816.0,140000000.0
3694,Carnage,2011.0,France,80.0,English,R,,25000000.0
3695,Cars 2,2011.0,USA,106.0,English,G,191450875.0,200000000.0
3696,Cedar Rapids,2011.0,USA,87.0,English,R,6857503.0,
3697,Circumstance,2011.0,France,107.0,Persian,R,439958.0,
3698,Colombiana,2011.0,France,112.0,English,PG-13,36665854.0,40000000.0
3699,Contagion,2011.0,USA,106.0,English,PG-13,75638743.0,60000000.0
3700,Coriolanus,2011.0,UK,123.0,English,R,756452.0,
3701,Courageous,2011.0,USA,129.0,English,PG-13,34522221.0,2000000.0
3702,"Crazy, Stupid, Love.",2011.0,USA,118.0,English,PG-13,84244877.0,50000000.0
3703,Damsels in Distress,2011.0,USA,99.0,English,PG-13,1007535.0,
3704,Detention,2011.0,USA,93.0,English,R,,10000000.0
3705,Diary of a Wimpy Kid: Rodrick Rules,2011.0,USA,99.0,English,PG,52691009.0,21000000.0
3706,Dolphin Tale,2011.0,USA,113.0,English,PG,72279690.0,37000000.0
3707,Dream House,2011.0,USA,84.0,English,PG-13,21283440.0,55000000.0
3708,Drive,2011.0,USA,100.0,English,R,35054909.0,15000000.0
3709,Drive Angry,2011.0,USA,104.0,English,R,10706786.0,50000000.0
3710,Dum Maaro Dum,2011.0,India,128.0,Hindi,R,563699.0,
3711,Elza,2011.0,France,78.0,French,,,900000.0
3712,Enter Nowhere,2011.0,USA,90.0,English,R,,500000.0
3713,Extremely Loud & Incredibly Close,2011.0,USA,129.0,English,PG-13,31836745.0,40000000.0
3714,Fast Five,2011.0,USA,132.0,English,PG-13,209805005.0,125000000.0
3715,Final Destination 5,2011.0,USA,92.0,English,R,42575718.0,40000000.0
3716,Fort McCoy,2011.0,USA,100.0,English,R,73678.0,3000000.0
3717,Friends with Benefits,2011.0,USA,109.0,English,R,55802754.0,35000000.0
3718,Fright Night,2011.0,USA,106.0,English,R,18298649.0,30000000.0
3719,Ghost Rider: Spirit of Vengeance,2011.0,USA,96.0,English,PG-13,51774002.0,57000000.0
3720,Glee: The 3D Concert Movie,2011.0,USA,84.0,English,PG,11860839.0,9000000.0
3721,Go for It!,2011.0,USA,105.0,English,PG-13,178739.0,2450000.0
3722,Grave Encounters,2011.0,Canada,92.0,English,Not Rated,,100000.0
3723,Green Lantern,2011.0,USA,123.0,English,PG-13,116593191.0,200000000.0
3724,Hall Pass,2011.0,USA,111.0,English,R,45045037.0,36000000.0
3725,Hanna,2011.0,USA,111.0,English,PG-13,40247512.0,30000000.0
3726,Happy Feet 2,2011.0,Australia,100.0,English,PG,63992328.0,135000000.0
3727,Harry Potter and the Deathly Hallows: Part II,2011.0,UK,,English,,,
3728,Haywire,2011.0,Ireland,93.0,English,R,18934858.0,23000000.0
3729,Headhunters,2011.0,Norway,100.0,Norwegian,R,1196752.0,30300000.0
3730,High Road,2011.0,USA,87.0,English,R,,
3731,Higher Ground,2011.0,USA,109.0,English,R,841206.0,
3732,Hobo with a Shotgun,2011.0,Canada,86.0,English,Not Rated,703002.0,3000000.0
3733,Hoodwinked Too! Hood vs. Evil,2011.0,USA,86.0,English,PG,10134754.0,30000000.0
3734,Hop,2011.0,USA,95.0,English,PG,108012170.0,63000000.0
3735,Horrible Bosses,2011.0,USA,106.0,English,R,117528646.0,35000000.0
3736,Hugo,2011.0,USA,126.0,English,PG,73820094.0,170000000.0
3737,I Am Number Four,2011.0,USA,109.0,English,PG-13,55092830.0,60000000.0
3738,I Don't Know How She Does It,2011.0,USA,89.0,English,PG-13,9639242.0,24000000.0
3739,Immortals,2011.0,USA,110.0,English,R,83503161.0,75000000.0
3740,In the Land of Blood and Honey,2011.0,USA,127.0,Bosnian,R,301305.0,13000000.0
3741,In Time,2011.0,USA,109.0,English,PG-13,37553932.0,40000000.0
3742,Ironclad,2011.0,UK,121.0,English,R,,25000000.0
3743,J. Edgar,2011.0,USA,137.0,English,R,37304950.0,35000000.0
3744,Jack and Jill,2011.0,USA,91.0,English,PG,74158157.0,79000000.0
3745,"Jeff, Who Lives at Home",2011.0,USA,83.0,English,R,4244155.0,10000000.0
3746,Johnny English Reborn,2011.0,USA,101.0,English,PG,8129455.0,45000000.0
3747,Jumping the Broom,2011.0,USA,112.0,English,PG-13,37295394.0,6600000.0
3748,Just Go with It,2011.0,USA,117.0,English,PG-13,103028109.0,80000000.0
3749,Justin Bieber: Never Say Never,2011.0,USA,115.0,English,G,73000942.0,13000000.0
3750,Kevin Hart: Laugh at My Pain,2011.0,USA,89.0,English,R,7705974.0,
3751,Kill List,2011.0,UK,95.0,English,Not Rated,26297.0,500000.0
3752,Killer Elite,2011.0,UK,116.0,English,R,25093607.0,35000000.0
3753,Killer Joe,2011.0,USA,98.0,English,R,1987762.0,11000000.0
3754,Kung Fu Panda 2,2011.0,USA,90.0,English,PG,165230261.0,150000000.0
3755,L!fe Happens,2011.0,USA,100.0,English,R,20186.0,930000.0
3756,Larry Crowne,2011.0,USA,98.0,English,PG-13,35565975.0,30000000.0
3757,Le Havre,2011.0,Finland,93.0,French,Not Rated,611709.0,3850000.0
3758,Legend of Kung Fu Rabbit,2011.0,China,89.0,Mandarin,PG,,
3759,Like Crazy,2011.0,USA,90.0,English,PG-13,3388210.0,250000.0
3760,Machine Gun Preacher,2011.0,USA,129.0,English,R,537580.0,30000000.0
3761,Margaret,2011.0,USA,186.0,English,R,46495.0,14000000.0
3762,Margin Call,2011.0,USA,107.0,English,R,5354039.0,3500000.0
3763,Mars Needs Moms,2011.0,USA,88.0,English,PG,21379315.0,150000000.0
3764,Martha Marcy May Marlene,2011.0,USA,102.0,English,R,2981638.0,
3765,Melancholia,2011.0,Denmark,130.0,English,R,3029870.0,7400000.0
3766,Midnight in Paris,2011.0,Spain,94.0,English,PG-13,56816662.0,17000000.0
3767,Mission: Impossible - Ghost Protocol,2011.0,USA,133.0,English,PG-13,209364921.0,145000000.0
3768,Moneyball,2011.0,USA,133.0,English,PG-13,75605492.0,50000000.0
3769,Monte Carlo,2011.0,Hungary,109.0,English,PG,23179303.0,20000000.0
3770,Mr. Popper's Penguins,2011.0,USA,94.0,English,PG,68218041.0,55000000.0
3771,My Last Day Without You,2011.0,USA,90.0,English,,,1000000.0
3772,My Week with Marilyn,2011.0,UK,99.0,English,R,14597405.0,6400000.0
3773,Never Back Down 2: The Beatdown,2011.0,USA,90.0,English,R,,3000000.0
3774,New Year's Eve,2011.0,USA,113.0,English,PG-13,54540525.0,56000000.0
3775,Newlyweds,2011.0,USA,95.0,English,Not Rated,4584.0,9000.0
3776,No Strings Attached,2011.0,USA,108.0,English,R,70625986.0,25000000.0
3777,October Baby,2011.0,USA,107.0,English,PG-13,5355847.0,
3778,One Day,2011.0,USA,107.0,English,PG-13,13766014.0,15000000.0
3779,Our Idiot Brother,2011.0,USA,90.0,English,R,24809547.0,5000000.0
3780,Paranormal Activity 3,2011.0,USA,94.0,English,R,104007828.0,5000000.0
3781,Paul,2011.0,USA,109.0,English,R,37371385.0,40000000.0
3782,"Pink Ribbons, Inc.",2011.0,Canada,97.0,English,Not Rated,24784.0,1200000.0
3783,Pirates of the Caribbean: On Stranger Tides,2011.0,USA,136.0,English,PG-13,241063875.0,250000000.0
3784,Polisse,2011.0,France,127.0,French,Not Rated,171320.0,
3785,Priest,2011.0,USA,87.0,English,PG-13,29136626.0,60000000.0
3786,Prom,2011.0,USA,104.0,English,PG,10106233.0,8000000.0
3787,Puss in Boots,2011.0,USA,90.0,English,PG,149234747.0,130000000.0
3788,Q,2011.0,France,103.0,French,,,1500000.0
3789,Rango,2011.0,USA,107.0,English,PG,123207194.0,135000000.0
3790,Raymond Did It,2011.0,USA,83.0,English,Unrated,,40000.0
3791,Real Steel,2011.0,USA,127.0,English,PG-13,85463309.0,110000000.0
3792,Red Dog,2011.0,Australia,92.0,English,PG,,8500000.0
3793,Red Riding Hood,2011.0,USA,100.0,English,PG-13,37652565.0,42000000.0
3794,Red State,2011.0,USA,88.0,English,R,,4000000.0
3795,Rio,2011.0,USA,96.0,English,G,143618384.0,90000000.0
3796,Rise of the Planet of the Apes,2011.0,USA,105.0,English,PG-13,176740650.0,93000000.0
3797,Salvation Boulevard,2011.0,USA,96.0,English,R,27445.0,9000000.0
3798,Samsara,2011.0,USA,102.0,None,PG-13,2601847.0,4000000.0
3799,Sanctum,2011.0,USA,108.0,English,R,23070045.0,30000000.0
3800,Saving Private Perez,2011.0,Mexico,105.0,Spanish,PG-13,1391770.0,
3801,Scream 4,2011.0,USA,111.0,English,R,38176892.0,40000000.0
3802,Shame,2011.0,UK,101.0,English,NC-17,4000304.0,6500000.0
3803,Shark Night 3D,2011.0,USA,90.0,English,PG-13,18860403.0,25000000.0
3804,Sherlock Holmes: A Game of Shadows,2011.0,USA,129.0,English,PG-13,186830669.0,125000000.0
3805,Sholem Aleichem: Laughing in the Darkness,2011.0,USA,93.0,English,Unrated,906666.0,500000.0
3806,Silent House,2011.0,France,86.0,English,R,12555230.0,2000000.0
3807,Sleep Tight,2011.0,Spain,102.0,Spanish,Not Rated,,5000000.0
3808,Snow Flower and the Secret Fan,2011.0,China,104.0,English,PG-13,1346503.0,6000000.0
3809,Some Guy Who Kills People,2011.0,USA,97.0,English,R,,300000.0
3810,Something Borrowed,2011.0,USA,112.0,English,PG-13,39026186.0,35000000.0
3811,Soul Surfer,2011.0,USA,106.0,English,PG,43853424.0,18000000.0
3812,Sound of My Voice,2011.0,USA,85.0,English,R,405614.0,
3813,Source Code,2011.0,USA,93.0,English,PG-13,54696902.0,32000000.0
3814,Spy Kids: All the Time in the World in 4D,2011.0,USA,89.0,English,PG,38536376.0,27000000.0
3815,Straw Dogs,2011.0,USA,110.0,English,R,10324441.0,25000000.0
3816,Sucker Punch,2011.0,USA,128.0,English,PG-13,36381716.0,82000000.0
3817,Super 8,2011.0,USA,112.0,English,PG-13,126975169.0,50000000.0
3818,Take Me Home Tonight,2011.0,USA,97.0,English,R,6923891.0,23000000.0
3819,Take Shelter,2011.0,USA,121.0,English,R,1729969.0,5000000.0
3820,The Adjustment Bureau,2011.0,USA,106.0,English,PG-13,62453315.0,50200000.0
3821,The Adventures of Tintin,2011.0,USA,107.0,English,PG,77564037.0,135000000.0
3822,The Art of Getting By,2011.0,USA,83.0,English,PG-13,1429260.0,
3823,The Artist,2011.0,France,100.0,English,PG-13,44667095.0,15000000.0
3824,The Awakening,2011.0,UK,107.0,English,R,,3000000.0
3825,The Beaver,2011.0,USA,91.0,English,PG-13,958319.0,21000000.0
3826,The Best Exotic Marigold Hotel,2011.0,UK,124.0,English,PG-13,46377022.0,10000000.0
3827,The Big Year,2011.0,USA,100.0,English,PG,7204138.0,41000000.0
3828,The Change-Up,2011.0,USA,118.0,English,R,37035845.0,52000000.0
3829,The Darkest Hour,2011.0,USA,89.0,English,PG-13,21426805.0,30000000.0
3830,The Descendants,2011.0,USA,115.0,English,R,82624961.0,20000000.0
3831,The Devil's Double,2011.0,Belgium,109.0,English,R,1357042.0,15000000.0
3832,The Dilemma,2011.0,USA,111.0,English,PG-13,48430355.0,70000000.0
3833,The Divide,2011.0,Germany,122.0,English,R,22000.0,3000000.0
3834,The Flowers of War,2011.0,China,146.0,Mandarin,R,9213.0,94000000.0
3835,The FP,2011.0,USA,82.0,English,R,40557.0,60000.0
3836,The Girl with the Dragon Tattoo,2011.0,USA,158.0,English,R,102515793.0,90000000.0
3837,The Greatest Movie Ever Sold,2011.0,USA,90.0,English,PG-13,638476.0,1500000.0
3838,The Green Hornet,2011.0,USA,119.0,English,PG-13,98780042.0,120000000.0
3839,The Grey,2011.0,USA,117.0,English,R,51533608.0,25000000.0
3840,The Guard,2011.0,Ireland,96.0,English,R,5359774.0,6000000.0
3841,The Hangover Part II,2011.0,USA,102.0,English,R,254455986.0,80000000.0
3842,The Harvest/La Cosecha,2011.0,USA,80.0,English,,2245.0,560000.0
3843,The Help,2011.0,USA,146.0,English,PG-13,169705587.0,25000000.0
3844,The Hit List,2011.0,USA,90.0,English,R,,6000000.0
3845,The Ides of March,2011.0,USA,101.0,English,R,40962534.0,12500000.0
3846,The Innkeepers,2011.0,USA,101.0,English,R,77501.0,750000.0
3847,The Iron Lady,2011.0,UK,105.0,English,PG-13,29959436.0,13000000.0
3848,The Legend of Hell's Gate: An American Conspiracy,2011.0,USA,108.0,English,PG-13,,2000000.0
3849,The Lincoln Lawyer,2011.0,USA,118.0,English,R,57981889.0,40000000.0
3850,The Lion of Judah,2011.0,USA,87.0,English,PG,,15000000.0
3851,The Mechanic,2011.0,USA,93.0,English,R,29113588.0,40000000.0
3852,The Muppets,2011.0,USA,103.0,English,PG,88625922.0,45000000.0
3853,The Raid: Redemption,2011.0,Indonesia,102.0,Indonesian,R,4105123.0,1100000.0
3854,The Ridges,2011.0,USA,143.0,English,,,17350.0
3855,The Rite,2011.0,USA,114.0,English,PG-13,33037754.0,37000000.0
3856,The Roommate,2011.0,USA,91.0,English,PG-13,37300107.0,16000000.0
3857,The Sitter,2011.0,USA,87.0,English,R,30538669.0,
3858,The Smurfs,2011.0,USA,103.0,English,PG,142614158.0,110000000.0
3859,The Son of No One,2011.0,USA,90.0,English,R,28870.0,15000000.0
3860,The Three Musketeers,2011.0,Germany,110.0,English,PG-13,20315324.0,75000000.0
3861,The Tree of Life,2011.0,USA,139.0,English,PG-13,13303319.0,32000000.0
3862,There Be Dragons,2011.0,Spain,102.0,English,PG-13,1068392.0,36000000.0
3863,Thor,2011.0,USA,115.0,English,PG-13,181015141.0,150000000.0
3864,Tinker Tailor Soldier Spy,2011.0,France,127.0,English,R,24104113.0,20000000.0
3865,Tower Heist,2011.0,USA,104.0,English,PG-13,78009155.0,75000000.0
3866,Transformers: Dark of the Moon,2011.0,USA,154.0,English,PG-13,352358779.0,195000000.0
3867,Twixt,2011.0,USA,88.0,English,R,,7000000.0
3868,Unknown,2011.0,UK,113.0,English,PG-13,61094903.0,30000000.0
3869,Unknown,2011.0,UK,113.0,English,PG-13,61094903.0,30000000.0
3870,War Horse,2011.0,USA,146.0,English,PG-13,79883359.0,66000000.0
3871,Warrior,2011.0,USA,140.0,English,PG-13,13651662.0,25000000.0
3872,Water for Elephants,2011.0,USA,120.0,English,PG-13,58700247.0,38000000.0
3873,We Bought a Zoo,2011.0,USA,124.0,English,PG,75621915.0,
3874,We Need to Talk About Kevin,2011.0,UK,112.0,English,R,1738692.0,7000000.0
3875,Weekend,2011.0,UK,97.0,English,Not Rated,469947.0,120000.0
3876,What's Your Number?,2011.0,USA,117.0,English,R,13987482.0,20000000.0
3877,Winnie Mandela,2011.0,South Africa,104.0,English,R,,15000000.0
3878,Winnie the Pooh,2011.0,USA,63.0,English,G,26687172.0,30000000.0
3879,Without Men,2011.0,USA,87.0,English,R,,4700000.0
3880,X-Men: First Class,2011.0,USA,132.0,English,PG-13,146405371.0,160000000.0
3881,You Got Served: Beat the World,2011.0,Canada,91.0,English,PG-13,,10000000.0
3882,Young Adult,2011.0,USA,94.0,English,R,16300302.0,12000000.0
3883,Your Highness,2011.0,USA,102.0,English,R,21557240.0,49900000.0
3884,Your Sister's Sister,2011.0,USA,90.0,English,R,1573712.0,125000.0
3885,Zookeeper,2011.0,USA,102.0,English,PG,80360866.0,80000000.0
3886,2016: Obama's America,2012.0,USA,87.0,English,PG,33349949.0,2500000.0
3887,21 Jump Street,2012.0,USA,109.0,English,R,138447667.0,42000000.0
3888,A Perfect Plan,2012.0,France,104.0,French,,,17000000.0
3889,A Thousand Words,2012.0,USA,91.0,English,PG-13,18438149.0,40000000.0
3890,Abraham Lincoln: Vampire Hunter,2012.0,USA,105.0,English,R,37516013.0,69000000.0
3891,Act of Valor,2012.0,USA,110.0,English,R,70011073.0,12000000.0
3892,After,2012.0,USA,90.0,English,PG-13,,650000.0
3893,Alex Cross,2012.0,USA,101.0,English,PG-13,25863915.0,35000000.0
3894,Alien Uprising,2012.0,UK,101.0,English,R,,2500000.0
3895,American Reunion,2012.0,USA,113.0,English,R,56724080.0,50000000.0
3896,Amour,2012.0,France,127.0,French,PG-13,225377.0,8900000.0
3897,Anna Karenina,2012.0,UK,129.0,English,R,12802907.0,
3898,Antiviral,2012.0,Canada,108.0,English,Not Rated,,3200000.0
3899,Arbitrage,2012.0,USA,107.0,English,R,7918283.0,12000000.0
3900,Archaeology of a Woman,2012.0,USA,94.0,English,,,200000.0
3901,Argo,2012.0,USA,130.0,English,R,136019448.0,44500000.0
3902,Atlas Shrugged II: The Strike,2012.0,USA,111.0,English,PG-13,3333823.0,10000000.0
3903,Bachelorette,2012.0,USA,87.0,English,R,418268.0,3000000.0
3904,Bait,2012.0,Australia,93.0,English,R,,30000000.0
3905,Battleship,2012.0,USA,131.0,English,PG-13,65173160.0,209000000.0
3906,Beasts of the Southern Wild,2012.0,USA,93.0,English,PG-13,12784397.0,1800000.0
3907,Big Miracle,2012.0,USA,107.0,English,PG,20113965.0,40000000.0
3908,Black November,2012.0,Nigeria,95.0,English,,,7500000.0
3909,Black Rock,2012.0,USA,83.0,English,R,,
3910,Blue Like Jazz,2012.0,USA,108.0,English,PG-13,594904.0,1200000.0
3911,Brave,2012.0,USA,93.0,English,PG,237282182.0,185000000.0
3912,Bullet to the Head,2012.0,USA,92.0,English,R,9483821.0,55000000.0
3913,Burn,2012.0,USA,86.0,English,Not Rated,111300.0,225000.0
3914,Casa de mi Padre,2012.0,USA,84.0,Spanish,R,5895238.0,6000000.0
3915,Celeste & Jesse Forever,2012.0,USA,92.0,English,R,3094687.0,
3916,Chasing Mavericks,2012.0,USA,116.0,English,PG,6002756.0,20000000.0
3917,Chernobyl Diaries,2012.0,USA,86.0,English,R,18112929.0,1000000.0
3918,Chronicle,2012.0,USA,89.0,English,PG-13,64572496.0,12000000.0
3919,Cirque du Soleil: Worlds Away,2012.0,USA,91.0,English,PG,12495865.0,
3920,Cloud Atlas,2012.0,Germany,172.0,English,R,27098580.0,102000000.0
3921,Compliance,2012.0,USA,90.0,English,R,318622.0,270000.0
3922,Contraband,2012.0,USA,109.0,English,R,66489425.0,25000000.0
3923,Crowsnest,2012.0,Canada,84.0,English,R,,1200000.0
3924,Dark Shadows,2012.0,USA,113.0,English,PG-13,79711678.0,100000000.0
3925,Darling Companion,2012.0,USA,103.0,English,PG-13,793352.0,
3926,Day One,2012.0,USA,102.0,English,PG-13,,3400000.0
3927,Deadfall,2012.0,USA,95.0,English,R,65804.0,12000000.0
3928,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,2012.0,USA,88.0,English,,151389.0,500000.0
3929,Detention of the Dead,2012.0,USA,87.0,English,Not Rated,1332.0,500000.0
3930,Diary of a Wimpy Kid: Dog Days,2012.0,USA,94.0,English,PG,49002815.0,22000000.0
3931,Django Unchained,2012.0,USA,165.0,English,R,162804648.0,100000000.0
3932,Dredd,2012.0,UK,95.0,English,R,13401683.0,35000000.0
3933,Dredd,2012.0,UK,95.0,English,R,13401683.0,35000000.0
